file	sentence	probability
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	And congratulations.	0.974583089351654
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	I am delighted that you could make it.	0.9985660314559937
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To begin with, for you to be here now trillions of drifting atoms had somehow to assemble
in an intricate and intriguingly obliging manner to create you."	0.9930661916732788
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It's an arrangement so
specialized and particular that it has never been tried before and will only exist this once."	0.9963595867156982
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	They don't even know that they are there.	0.9426792860031128
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"(It is a slightly arresting notion
that if you were to pick yourself apart with tweezers, one atom at a time, you would produce a
mound of fine atomic dust, none of which had ever been alive but all of which had once been
you.) Yet somehow for the period of your existence they will answer to a single overarching
impulse: to keep you you."	0.9944183826446533
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Still, you may rejoice that it happens at all.	0.9849790334701538
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	That is of course the miracle of life.	0.9558653831481934
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Whether or not atoms make life in other corners of the universe, they make plenty else;
indeed, they make everything else."	0.7972388863563538
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Without them there would be no water or air or rocks, no
stars and planets, no distant gassy clouds or swirling nebulae or any of the other things that
make the universe so usefully material."	0.7205899357795715
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	There needn't actually be a universe at all.	0.861385703086853
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"But the fact that you have atoms and that they assemble in
such a willing manner is only part of what got you here."	0.9590869545936584
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To be here now, alive in the twenty-
first century and smart enough to know it, you also had to be the beneficiary of an
extraordinary string of biological good fortune."	0.9402056336402893
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"You must be
prepared to change everything about yourself-shape, size, color, species affiliation,
everything-and to do so repeatedly."	0.8447864055633545
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To get from ""protoplasmal primordial atomic globule"" (as the Gilbert and
Sullivan song put it) to sentient upright modern human has required you to mutate new traits
over and over in a precisely timely manner for an exceedingly long while."	0.724414050579071
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"So at various
periods over the last 3.8 billion years you have abhorred oxygen and then doted on it, grown
fins and limbs and jaunty sails, laid eggs, flicked the air with a forked tongue, been sleek,
been furry, lived underground, lived in trees, been as big as a deer and as small as a mouse,
and a million things more."	0.9875428080558777
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The tiniest deviation from any of these evolutionary shifts, and you
might now be licking algae from cave walls or lolling walrus-like on some stony shore or
disgorging air through a blowhole in the top of your head before diving sixty feet for a
mouthful of delicious sandworms."	0.7254685163497925
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Not only have you been lucky enough to be attached since time immemorial to a favored
evolutionary line, but you have also been extremely-make that miraculously-fortunate in your
personal ancestry."	0.9389051198959351
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"This is a book about how it happened-in particular how we went from there being nothing at
all to there being something, and then how a little of that something turned into us, and also
some of what happened in between and since."	0.7895237803459167
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"That's a great deal to cover, of course, which is
why the book is called A Short History of Nearly Everything, even though it isn't really."	0.9415462613105774
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	But with luck by the time we finish it will feel as if it is.	0.8312842845916748
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"My own starting point, for what it's worth, was an illustrated science book that I had as a
classroom text when I was in fourth or fifth grade."	0.859754741191864
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The book was a standard-issue 1950s
schoolbookbattered, unloved, grimly hefty-but near the front it had an illustration that just
captivated me: a cutaway diagram showing the Earth's interior as it would look if you cut into
the planet with a large knife and carefully withdrew a wedge representing about a quarter of
its bulk."	0.9281739592552185
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It's hard to believe that there was ever a time when I had not seen such an illustration
before, but evidently I had not for I clearly remember being transfixed."	0.9940685629844666
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"I suspect, in honesty,
my initial interest was based on a private image of streams of unsuspecting eastbound
motorists in the American plains states plunging over the edge of a sudden 4,000-mile-high
cliff running between Central America and the North Pole, but gradually my attention did turn
in a more scholarly manner to the scientific import of the drawing and the realization that the
Earth consisted of discrete layers, ending in the center with a glowing sphere of iron and
nickel, which was as hot as the surface of the Sun, according to the caption, and I remember
thinking with real wonder: ""How do they know that?""
I didn't doubt the correctness of the information for an instant-I still tend to trust the
pronouncements of scientists in the way I trust those of surgeons, plumbers, and other
possessors of arcane and privileged information-but I couldn't for the life of me conceive how
any human mind could work out what spaces thousands of miles below us, that no eye had
ever seen and no X ray could penetrate, could look like and be made of."	0.7248865962028503
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"To me that was just a
miracle."	0.9801831245422363
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Excited, I took the book home that night and opened it before dinner-an action that I expect
prompted my mother to feel my forehead and ask if I was all right-and, starting with the first
page, I read."	0.9420569539070129
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	And here's the thing.	0.9273843765258789
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	It wasn't actually altogether comprehensible.	0.7807425260543823
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	How did you figure it out?	0.7826766967773438
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was as if he wanted to keep the good stuff
secret by making all of it soberly unfathomable."	0.9488264918327332
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"As the years passed, I began to suspect that
this was not altogether a private impulse."	0.878714382648468
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Then much later-about four or five years ago-I was on a long flight across the Pacific,
staring idly out the window at moonlit ocean, when it occurred to me with a certain
uncomfortable forcefulness that I didn't know the first thing about the only planet I was ever
going to live on."	0.7845346331596375
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"I had no idea, for example, why the oceans were salty but the Great Lakes
weren't."	0.7269660830497742
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"(I am very pleased to tell you that until the late 1970s scientists didn't know the
answers to these questions either."	0.8033539652824402
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"That to me remained the
greatest of all amazements-how scientists work things out."	0.97001051902771
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"So I decided that I would devote a portion of my life-three years, as it now turns out-to
reading books and journals and finding saintly, patient experts prepared to answer a lot of
outstandingly dumb questions."	0.8432899713516235
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The idea was to see if it isn't possible to understand and
appreciate-marvel at, enjoy even-the wonder and accomplishments of science at a level that
isn't too technical or demanding, but isn't entirely superficial either."	0.976065456867218
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	That was my idea and my hope, and that is what the book that follows is intended to be.	0.9641606211662292
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	.	0.9265342950820923
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	.	0.9265342950820923
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	.	0.9265342950820923
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It’s perfect,
you know."	0.8285952210426331
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	It’s gorgeous.	0.9972400665283203
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It’s
almost uncanny."	0.9960494041442871
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	So protons are exceedingly microscopic, to say the very least.	0.8740178346633911
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Now imagine if you can (and of course you can’t) shrinking one of those protons down to a
billionth of its normal size into a space so small that it would make a proton look enormous."	0.9533956050872803
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Now pack into that tiny, tiny space about an ounce of matter.	0.8640170693397522
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Excellent.	0.9959926605224609
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"You are ready to start
a universe."	0.8323335647583008
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	I’m assuming of course that you wish to build an inflationary universe.	0.8713590502738953
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In fact, you will need to gather up everything there is every last mote and particle of
matter between here and the edge of creation and squeeze it into a spot so infinitesimally
compact that it has no dimensions at all."	0.7053053379058838
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	It is known as a singularity.	0.9473304152488708
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	In either case, get ready for a really big bang.	0.9769878387451172
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Naturally, you will wish to retire to a safe
place to observe the spectacle."	0.7427555918693542
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	The only space that exists is the space it creates as it goes.	0.9832661747932434
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	But there is no space, no darkness.	0.9509989619255066
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The singularity has no “around”
around it."	0.8695246577262878
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"We can’t even ask how long
it has been there—whether it has just lately popped into being, like a good idea, or whether it
has been there forever, quietly awaiting the right moment."	0.9532325863838196
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"There is no past
for it to emerge from."	0.7806671857833862
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	And so, from nothing, our universe begins.	0.9728432297706604
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In a single blinding pulse, a moment of glory much too swift and expansive for any form of
words, the singularity assumes heavenly dimensions, space beyond conception."	0.9676343202590942
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In the first
lively second (a second that many cosmologists will devote careers to shaving into ever-finer
wafers) is produced gravity and the other forces that govern physics."	0.8360164761543274
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In less than a minute the
universe is a million billion miles across and growing fast."	0.835475742816925
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"There is a lot of heat now, ten
billion degrees of it, enough to begin the nuclear reactions that create the lighter elements—
principally hydrogen and helium, with a dash (about one atom in a hundred million) of
lithium."	0.7613375186920166
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	We have a universe.	0.7493823170661926
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It is a place of the most wondrous and gratifying possibility,
and beautiful, too."	0.9966024160385132
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	And it was all done in about the time it takes to make a sandwich.	0.9630213975906372
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Cosmologists have long argued
over whether the moment of creation was 10 billion years ago or twice that or something in
between."	0.7079355716705322
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The consensus seems to be heading for a figure of about 13.7 billion years, but these
things are notoriously difficult to measure, as we shall see further on."	0.7480706572532654
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	We were on our way.	0.8522689342498779
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Even the notion of the Big Bang is quite a
recent one."	0.9506338834762573
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The idea had been kicking around since the 1920s, when Georges Lemaître, a
Belgian priest-scholar, first tentatively proposed it, but it didn’t really become an active
notion in cosmology until the mid-1960s when two young radio astronomers made an
extraordinary and inadvertent discovery."	0.959230363368988
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Their names were Arno Penzias and Robert Wilson.	0.905214250087738
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It came from every
point in the sky, day and night, through every season."	0.9813709259033203
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"For a year the young astronomers did
everything they could think of to track down and eliminate the noise."	0.9113872647285461
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	They rebuilt instruments, checked circuits, wiggled wires, dusted plugs.	0.9757751226425171
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	They climbed into the dish and placed duct tape over every seam and rivet.	0.9811877608299255
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"They climbed
back into the dish with brooms and scrubbing brushes and carefully swept it clean of what
they referred to in a later paper as “white dielectric material,” or what is known more
commonly as bird shit."	0.7524861693382263
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Unknown to them, just thirty miles away at Princeton University, a team of scientists led by
Robert Dicke was working on how to find the very thing they were trying so diligently to get
rid of."	0.878817081451416
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The Princeton researchers were pursuing an idea that had been suggested in the 1940s
by the Russian-born astrophysicist George Gamow that if you looked deep enough into space
you should find some cosmic background radiation left over from the Big Bang."	0.9203259348869324
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Gamow
calculated that by the time it crossed the vastness of the cosmos, the radiation would reach
Earth in the form of microwaves."	0.9732337594032288
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In a more recent paper he had even suggested an instrument
that might do the job: the Bell antenna at Holmdel."	0.9208663105964661
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The noise that Penzias and Wilson were hearing was, of course, the noise that Gamow had
postulated."	0.7959826588630676
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"They had found the edge of the universe, or at least the visible part of it, 90 billion
trillion miles away."	0.8049991726875305
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"They were “seeing” the first photons—the most ancient light in the
universe—though time and distance had converted them to microwaves, just as Gamow had
predicted."	0.816889762878418
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"In his book The Inflationary Universe , Alan Guth provides an analogy that helps to
put this finding in perspective."	0.964523196220398
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"If you think of peering into the depths of the universe as like
looking down from the hundredth floor of the Empire State Building (with the hundredth floor
representing now and street level representing the moment of the Big Bang), at the time of
Wilson and Penzias’s discovery the most distant galaxies anyone had ever detected were on
about the sixtieth floor, and the most distant things—quasars—were on about the twentieth."	0.8905086517333984
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Penzias and Wilson’s finding pushed our acquaintance with the visible universe to within half
an inch of the sidewalk."	0.9338387846946716
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Still unaware of what caused the noise, Wilson and Penzias phoned Dicke at Princeton and
described their problem to him in the hope that he might suggest a solution."	0.868940532207489
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Dicke realized at
once what the two young men had found."	0.9593422412872314
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"“Well, boys, we’ve just been scooped,” he told his
colleagues as he hung up the phone."	0.7813323140144348
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Soon afterward the Astrophysical Journal published two articles: one by Penzias and
Wilson describing their experience with the hiss, the other by Dicke’s team explaining its
nature."	0.83182293176651
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Although Penzias and Wilson had not been looking for cosmic background radiation,
didn’t know what it was when they had found it, and hadn’t described or interpreted its
character in any paper, they received the 1978 Nobel Prize in physics."	0.8526738286018372
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"According to Dennis Overbye in Lonely Hearts of the Cosmos
, neither Penzias nor Wilson altogether understood the significance of what they had found
until they read about it in the New York Times ."	0.785625159740448
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The next time
you complain that there is nothing on, remember that you can always watch the birth of the
universe."	0.9092500805854797
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Although everyone calls it the Big Bang, many books caution us not to think of it as an
explosion in the conventional sense."	0.9233450293540955
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It was, rather, a vast, sudden expansion on a whopping
scale."	0.9837033748626709
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"One notion is that perhaps the singularity was the relic of an earlier, collapsed universe—
that we’re just one of an eternal cycle of expanding and collapsing universes, like the bladder
on an oxygen machine."	0.9269462823867798
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Others attribute the Big Bang to what they call “a false vacuum” or “a
scalar field” or “vacuum energy”—some quality or thing, at any rate, that introduced a
measure of instability into the nothingness that was."	0.9771723747253418
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It seems impossible that you could get
something from nothing, but the fact that once there was nothing and now there is a universe
is evident proof that you can."	0.9675365090370178
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It may be that our universe is merely part of many larger
universes, some in different dimensions, and that Big Bangs are going on all the time all over
the place."	0.8968085646629333
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Or it may be that space and time had some other forms altogether before the Big
Bang—forms too alien for us to imagine—and that the Big Bang represents some sort of
transition phase, where the universe went from a form we can’t understand to one we almost
can."	0.9400041103363037
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Andrei Linde, a cosmologist at
Stanford, told the New York Times in 2001."	0.7768768072128296
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	The Big Bang theory isn’t about the bang itself but about what happened after the bang.	0.7866356372833252
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Not long after, mind you.	0.8291721940040588
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"By doing a lot of math and watching carefully what goes on in
particle accelerators, scientists believe they can look back to 10-43seconds after the moment of
creation, when the universe was still so small that you would have needed a microscope to
find it."	0.74626225233078
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"We mustn’t swoon over every extraordinary number that comes before us, but it is
perhaps worth latching on to one from time to time just to be reminded of their ungraspable
and amazing breadth."	0.7536481618881226
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Thus 10-43is 0.0000000000000000000000000000000000000000001, or
one 10 million trillion trillion trillionths of a second.*
*A word on scientific notation: Since very large numbers are cumbersome to write and nearly impossible to read, scientists
use a shorthand involving powers (or multiples) of ten in which, for instance, 10,000,000,000 is written 1010 and 6,500,000
becomes 6.5 x 106."	0.8035523891448975
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The little superscript number signifies the number of zeroes following
the larger principal number."	0.835736870765686
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He was thirty-two years old and,
by his own admission, had never done anything much before."	0.7478671669960022
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He would probably never have
had his great theory except that he happened to attend a lecture on the Big Bang given by
none other than Robert Dicke."	0.9805260896682739
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The lecture inspired Guth to take an interest in cosmology, and
in particular in the birth of the universe."	0.7222647666931152
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The eventual result was the inflation theory, which holds that a fraction of a moment after
the dawn of creation, the universe underwent a sudden dramatic expansion."	0.7075539231300354
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It inflated—in
effect ran away with itself, doubling in size every 10-34seconds."	0.9877839684486389
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The whole episode may have
lasted no more than 10-30seconds—that’s one million million million million millionths of a
second—but it changed the universe from something you could hold in your hand to
something at least 10,000,000,000,000,000,000,000,000 times bigger."	0.9356611371040344
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"After another ludicrously brief interval it was joined by
electromagnetism and the strong and weak nuclear forces—the stuff of physics."	0.938092827796936
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"These were
joined an instant later by swarms of elementary particles—the stuff of stuff."	0.8282827138900757
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"It is enough to know that in a single cracking
instant we were endowed with a universe that was vast—at least a hundred billion light-years
across, according to the theory, but possibly any size up to infinite—and perfectly arrayed for
the creation of stars, galaxies, and other complex systems."	0.8457547426223755
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	What is extraordinary from our point of view is how well it turned out for us.	0.9891241788864136
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Had it been weaker, however, nothing would have coalesced.	0.7432385087013245
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"This is one reason that some experts believe there may have been many other big bangs,
perhaps trillions and trillions of them, spread through the mighty span of eternity, and that the
reason we exist in this particular one is that this is one we could exist in."	0.9353796243667603
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	As Edward P.	0.8209660649299622
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Tryon
of Columbia University once put it: “In answer to the question of why it happened, I offer the
modest proposal that our Universe is simply one of those things which happen from time to
billion cubic kilometers, and no less a wonder that they would choose the former over the in a book designed for the general
reader, where the example was found)."	0.7626932859420776
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"He makes an analogy with
a very large clothing store: “If there is a large stock of clothing, you’re not surprised to find a
suit that fits."	0.9261909127235413
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"If there are many universes, each governed by a differing set of numbers, there
will be one where there is a particular set of numbers suitable to life."	0.812167227268219
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"For example, for the
universe to exist as it does requires that hydrogen be converted to helium in a precise but
comparatively stately manner—specifically, in a way that converts seven one-thousandths of
its mass to energy."	0.8743477463722229
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Lower that value very slightly—from 0.007 percent to 0.006 percent,
say—and no transformation could take place: the universe would consist of hydrogen and
nothing else."	0.8234869837760925
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Raise the value very slightly—to 0.008 percent—and bonding would be so
wildly prolific that the hydrogen would long since have been exhausted."	0.9206637144088745
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"The third option is
that gravity is just right—“critical density” is the cosmologists’ term for it—and that it will
hold the universe together at just the right dimensions to allow things to go on indefinitely."	0.8897935152053833
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"Cosmologists in their lighter moments sometimes call this the Goldilocks effect—that
everything is just right."	0.9354825019836426
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	"(For the record, these three possible universes are known respectively
as closed, open, and flat.)
Now the question that has occurred to all of us at some point is: what would happen if you
traveled out to the edge of the universe and, as it were, put your head through the curtains?"	0.9017148017883301
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	Where would your head be if it were no longer in the universe?	0.868587076663971
Green Hat Books\Bill Bryson - A Short History of Nearly Everything (2003).pdf	What would you find beyond?	0.7803011536598206
